time,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,sunrise,sunset,shortwave_radiation_sum,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,et0_fao_evapotranspiration
['2022-05-20'],[20.3],[10.3],[19.7],[9.6],['2022-05-20T04:37'],['2022-05-20T20:32'],[10.37],[19.7],[19.7],[0.0],[10.0],[20.6],[61.9],[196],[1.89]
['2022-05-03'],[16.6],[4.8],[15.1],[1.9],['2022-05-03T05:04'],['2022-05-03T20:05'],[17.86],[0.0],[0.0],[0.0],[0.0],[15.5],[27.7],[87],[3.07]
['2022-06-06'],[17.5],[13.2],[14.3],[11.9],['2022-06-06T04:21'],['2022-06-06T20:52'],[14.44],[1.1],[1.1],[0.0],[5.0],[29.5],[61.6],[210],[2.65]
['2022-04-15'],[13.1],[5.3],[10.7],[3.2],['2022-04-15T05:40'],['2022-04-15T19:36'],[16.29],[0.0],[0.0],[0.0],[0.0],[11.5],[24.8],[58],[2.24]
['2022-04-19'],[18.5],[4.2],[16.0],[1.4],['2022-04-19T05:32'],['2022-04-19T19:42'],[21.81],[0.0],[0.0],[0.0],[0.0],[15.3],[33.1],[25],[4.07]
['2022-09-30'],[16.6],[3.6],[13.8],[1.1],['2022-09-30T06:35'],['2022-09-30T18:20'],[11.34],[0.2],[0.2],[0.0],[1.0],[25.5],[48.2],[244],[2.11]
['2022-09-13'],[24.6],[15.5],[25.2],[15.1],['2022-09-13T06:08'],['2022-09-13T18:59'],[10.94],[5.3],[5.3],[0.0],[5.0],[11.3],[23.4],[146],[2.3]
['2022-05-13'],[19.7],[10.0],[16.5],[6.7],['2022-05-13T04:47'],['2022-05-13T20:21'],[22.12],[0.0],[0.0],[0.0],[0.0],[21.0],[46.8],[198],[4.16]
['2022-05-26'],[19.7],[13.4],[16.4],[11.6],['2022-05-26T04:30'],['2022-05-26T20:40'],[15.58],[2.3],[2.3],[0.0],[11.0],[23.7],[48.2],[203],[3.42]
['2022-04-15'],[13.1],[5.3],[10.7],[3.2],['2022-04-15T05:40'],['2022-04-15T19:36'],[16.29],[0.0],[0.0],[0.0],[0.0],[11.5],[24.8],[58],[2.24]
['2021-06-18'],[31.5],[20.1],[32.2],[21.9],['2021-06-18T04:18'],['2021-06-18T21:00'],[18.1],[9.5],[9.5],[0.0],[11.0],[15.9],[56.9],[100],[4.25]
['2022-09-20'],[15.8],[9.7],[13.6],[8.4],['2022-09-20T06:19'],['2022-09-20T18:43'],[10.35],[0.2],[0.2],[0.0],[2.0],[12.0],[29.2],[137],[1.73]
['2022-07-05'],[21.3],[11.7],[20.0],[10.1],['2022-07-05T04:26'],['2022-07-05T20:58'],[18.81],[0.3],[0.3],[0.0],[2.0],[20.1],[38.2],[153],[3.68]
['2022-10-20'],[18.2],[9.8],[18.1],[6.9],['2022-10-20T07:09'],['2022-10-20T17:37'],[3.19],[9.8],[9.8],[0.0],[9.0],[19.1],[37.8],[315],[0.68]
['2022-02-15'],[9.4],[5.7],[4.1],[2.3],['2022-02-15T07:49'],['2022-02-15T17:54'],[6.08],[5.7],[5.7],[0.0],[7.0],[30.7],[60.5],[226],[1.05]
['2022-07-06'],[21.1],[9.6],[19.5],[7.9],['2022-07-06T04:27'],['2022-07-06T20:58'],[19.07],[1.3],[1.3],[0.0],[2.0],[16.2],[28.8],[166],[3.77]
['2022-05-19'],[25.8],[13.3],[27.6],[12.9],['2022-05-19T04:38'],['2022-05-19T20:30'],[15.3],[3.1],[3.1],[0.0],[7.0],[20.4],[38.2],[238],[3.22]
['2022-09-09'],[19.1],[14.2],[17.6],[13.3],['2022-09-09T06:02'],['2022-09-09T19:08'],[10.7],[2.2],[2.2],[0.0],[5.0],[23.6],[56.5],[250],[1.88]
['2022-07-01'],[20.1],[12.4],[17.8],[11.1],['2022-07-01T04:23'],['2022-07-01T21:00'],[20.93],[0.3],[0.3],[0.0],[3.0],[17.2],[38.9],[216],[3.67]
['2022-03-04'],[10.7],[-0.3],[6.6],[-4.8],['2022-03-04T07:14'],['2022-03-04T18:25'],[12.64],[0.0],[0.0],[0.0],[0.0],[14.5],[26.6],[352],[1.91]
['2022-03-28'],[16.5],[2.3],[14.9],[-0.6],['2022-03-28T06:20'],['2022-03-28T19:05'],[16.78],[0.0],[0.0],[0.0],[0.0],[10.3],[23.4],[70],[2.48]
['2022-10-26'],[19.7],[10.6],[19.0],[8.9],['2022-10-26T07:19'],['2022-10-26T17:24'],[6.13],[0.7],[0.7],[0.0],[4.0],[14.8],[41.4],[259],[1.3]
['2022-05-18'],[26.5],[15.2],[27.2],[14.4],['2022-05-18T04:40'],['2022-05-18T20:28'],[19.14],[0.6],[0.6],[0.0],[4.0],[12.1],[32.8],[217],[4.04]
['2022-03-18'],[14.1],[-1.8],[10.2],[-5.1],['2022-03-18T06:43'],['2022-03-18T18:48'],[15.38],[0.0],[0.0],[0.0],[0.0],[18.7],[33.8],[38],[2.37]
['2022-05-17'],[26.1],[13.4],[25.9],[12.7],['2022-05-17T04:41'],['2022-05-17T20:27'],[15.69],[0.6],[0.6],[0.0],[3.0],[14.3],[26.3],[293],[3.49]
['2021-09-10'],[21.9],[18.1],[23.4],[19.1],['2021-09-10T06:04'],['2021-09-10T19:06'],[8.8],[5.3],[5.3],[0.0],[10.0],[13.7],[28.4],[210],[1.62]
['2021-08-20'],[21.5],[14.1],[22.0],[13.5],['2021-08-20T05:30'],['2021-08-20T19:52'],[13.48],[1.0],[1.0],[0.0],[6.0],[12.9],[31.3],[237],[2.38]
['2021-07-23'],[23.1],[11.7],[23.2],[10.9],['2021-07-23T04:48'],['2021-07-23T20:41'],[26.77],[0.0],[0.0],[0.0],[0.0],[15.0],[25.6],[45],[4.72]
['2021-07-09'],[22.2],[13.4],[21.9],[13.3],['2021-07-09T04:30'],['2021-07-09T20:56'],[21.61],[0.3],[0.3],[0.0],[1.0],[14.0],[25.9],[281],[3.78]
['2021-07-02'],[21.3],[13.0],[22.0],[12.0],['2021-07-02T04:24'],['2021-07-02T20:59'],[13.08],[0.1],[0.1],[0.0],[1.0],[10.8],[24.1],[244],[2.43]
['2021-06-24'],[19.4],[13.6],[18.8],[12.4],['2021-06-24T04:20'],['2021-06-24T21:01'],[13.31],[0.0],[0.0],[0.0],[0.0],[11.3],[26.6],[349],[2.55]
['2021-05-24'],[14.6],[9.1],[10.9],[6.9],['2021-05-24T04:32'],['2021-05-24T20:37'],[11.76],[7.9],[7.9],[0.0],[11.0],[25.0],[47.5],[196],[2.29]
['2021-05-26'],[13.7],[8.1],[10.9],[5.0],['2021-05-26T04:30'],['2021-05-26T20:40'],[19.54],[3.0],[3.0],[0.0],[9.0],[25.9],[53.6],[255],[2.73]
['2021-04-30'],[10.6],[5.2],[8.5],[1.8],['2021-04-30T05:09'],['2021-04-30T20:01'],[9.52],[1.5],[1.5],[0.0],[9.0],[16.6],[30.2],[272],[1.44]
['2021-04-30'],[10.6],[5.2],[8.5],[1.8],['2021-04-30T05:09'],['2021-04-30T20:01'],[9.52],[1.5],[1.5],[0.0],[9.0],[16.6],[30.2],[272],[1.44]
['2022-11-18'],[10.5],[7.6],[7.7],[5.0],['2022-11-18T07:59'],['2022-11-18T16:47'],[2.93],[8.9],[8.9],[0.0],[12.0],[16.3],[29.2],[247],[0.44]
['2022-10-21'],[19.0],[13.6],[19.0],[13.0],['2022-10-21T07:10'],['2022-10-21T17:35'],[3.85],[0.8],[0.8],[0.0],[5.0],[14.5],[37.4],[271],[0.8]
['2022-09-26'],[12.1],[10.1],[9.8],[7.1],['2022-09-26T06:29'],['2022-09-26T18:29'],[2.51],[10.3],[10.3],[0.0],[19.0],[25.3],[48.6],[230],[0.66]
['2022-06-07'],[19.2],[12.2],[18.5],[10.5],['2022-06-07T04:21'],['2022-06-07T20:53'],[17.4],[1.1],[1.1],[0.0],[4.0],[17.1],[37.4],[208],[2.97]
['2022-06-07'],[19.2],[12.2],[18.5],[10.5],['2022-06-07T04:21'],['2022-06-07T20:53'],[17.4],[1.1],[1.1],[0.0],[4.0],[17.1],[37.4],[208],[2.97]
['2022-10-07'],[17.8],[8.5],[15.2],[5.8],['2022-10-07T06:47'],['2022-10-07T18:04'],[11.09],[0.0],[0.0],[0.0],[0.0],[16.7],[40.0],[240],[2.05]
['2022-06-15'],[24.9],[10.9],[25.1],[9.2],['2022-06-15T04:18'],['2022-06-15T20:58'],[28.73],[0.0],[0.0],[0.0],[0.0],[14.7],[27.0],[56],[5.51]
['2022-05-17'],[26.1],[13.4],[25.9],[12.8],['2022-05-17T04:41'],['2022-05-17T20:27'],[15.69],[0.6],[0.6],[0.0],[3.0],[14.3],[26.3],[293],[3.49]
['2021-09-17'],[21.4],[11.6],[21.0],[11.5],['2021-09-17T06:15'],['2021-09-17T18:50'],[10.85],[0.0],[0.0],[0.0],[0.0],[9.6],[21.6],[252],[1.99]
['2021-11-01'],[12.6],[7.3],[8.8],[4.3],['2021-11-01T07:30'],['2021-11-01T17:13'],[6.24],[0.1],[0.1],[0.0],[1.0],[27.4],[57.6],[206],[1.13]
['2021-09-17'],[21.4],[11.6],[21.0],[11.4],['2021-09-17T06:15'],['2021-09-17T18:50'],[10.85],[0.0],[0.0],[0.0],[0.0],[9.6],[21.6],[252],[1.99]
['2022-11-30'],[7.7],[5.3],[5.0],[2.6],['2022-11-30T08:17'],['2022-11-30T16:36'],[2.15],[0.0],[0.0],[0.0],[0.0],[12.1],[20.5],[93],[0.32]
['2022-09-02'],[27.3],[15.7],[24.3],[13.4],['2022-09-02T05:51'],['2022-09-02T19:24'],[15.14],[0.0],[0.0],[0.0],[0.0],[16.6],[38.2],[350],[5.05]
['2021-10-21'],[15.3],[6.4],[12.9],[3.1],['2021-10-21T07:11'],['2021-10-21T17:34'],[5.87],[11.2],[11.2],[0.0],[15.0],[40.4],[86.8],[250],[1.16]
['2022-10-05'],[19.8],[14.2],[17.1],[12.3],['2022-10-05T06:43'],['2022-10-05T18:09'],[11.73],[0.4],[0.4],[0.0],[2.0],[27.7],[54.7],[232],[2.59]
['2022-10-21'],[19.0],[13.6],[19.0],[13.0],['2022-10-21T07:10'],['2022-10-21T17:35'],[3.85],[0.8],[0.8],[0.0],[5.0],[14.5],[37.4],[271],[0.8]
['2022-05-24'],[16.0],[10.1],[14.2],[8.3],['2022-05-24T04:32'],['2022-05-24T20:37'],[17.33],[6.4],[6.4],[0.0],[9.0],[24.7],[51.5],[214],[2.66]
['2022-03-28'],[16.5],[2.3],[14.9],[-0.6],['2022-03-28T06:20'],['2022-03-28T19:05'],[16.78],[0.0],[0.0],[0.0],[0.0],[10.3],[23.4],[70],[2.48]
['2022-10-30'],[20.6],[11.7],[21.2],[10.8],['2022-10-30T07:26'],['2022-10-30T17:17'],[6.62],[0.2],[0.2],[0.0],[2.0],[10.4],[24.1],[246],[1.19]
['2022-06-20'],[19.6],[11.5],[18.7],[9.8],['2022-06-20T04:19'],['2022-06-20T21:00'],[25.49],[0.0],[0.0],[0.0],[0.0],[15.6],[37.4],[104],[4.33]
['2022-06-03'],[23.7],[10.8],[23.0],[8.4],['2022-06-03T04:23'],['2022-06-03T20:49'],[25.13],[0.0],[0.0],[0.0],[0.0],[18.7],[35.3],[37],[5.42]
['2022-05-20'],[20.3],[10.3],[19.7],[9.6],['2022-05-20T04:37'],['2022-05-20T20:32'],[10.37],[19.7],[19.7],[0.0],[10.0],[20.6],[61.9],[196],[1.89]
['2022-02-23'],[11.3],[2.7],[6.7],[-0.7],['2022-02-23T07:33'],['2022-02-23T18:09'],[10.09],[0.0],[0.0],[0.0],[0.0],[22.2],[42.5],[223],[1.56]
['2021-11-05'],[11.6],[3.6],[9.3],[0.9],['2021-11-05T07:37'],['2021-11-05T17:06'],[5.65],[0.1],[0.1],[0.0],[1.0],[13.4],[26.3],[274],[0.61]
['2021-10-15'],[14.2],[6.5],[12.2],[4.5],['2021-10-15T07:00'],['2021-10-15T17:47'],[4.71],[1.2],[1.2],[0.0],[4.0],[19.4],[37.1],[270],[1.09]
['2021-10-22'],[11.7],[5.9],[7.4],[1.0],['2021-10-22T07:12'],['2021-10-22T17:32'],[5.7],[1.9],[1.9],[0.0],[6.0],[28.6],[63.0],[253],[1.02]
['2021-10-08'],[16.9],[5.3],[15.3],[3.0],['2021-10-08T06:49'],['2021-10-08T18:02'],[10.53],[0.0],[0.0],[0.0],[0.0],[12.0],[25.2],[65],[1.46]
['2021-10-22'],[11.7],[5.9],[7.4],[1.0],['2021-10-22T07:12'],['2021-10-22T17:32'],[5.7],[1.9],[1.9],[0.0],[6.0],[28.6],[63.0],[253],[1.02]
['2021-10-07'],[16.1],[7.9],[16.0],[6.3],['2021-10-07T06:47'],['2021-10-07T18:04'],[7.87],[0.1],[0.1],[0.0],[1.0],[9.1],[16.9],[356],[1.17]
['2021-09-28'],[18.6],[9.3],[16.5],[7.1],['2021-09-28T06:32'],['2021-09-28T18:24'],[10.56],[0.0],[0.0],[0.0],[0.0],[13.6],[29.2],[190],[1.93]
['2021-09-28'],[18.6],[9.3],[16.5],[7.1],['2021-09-28T06:32'],['2021-09-28T18:24'],[10.56],[0.0],[0.0],[0.0],[0.0],[13.6],[29.2],[190],[1.93]
['2021-09-22'],[20.4],[6.6],[18.9],[4.6],['2021-09-22T06:23'],['2021-09-22T18:38'],[14.93],[0.0],[0.0],[0.0],[0.0],[8.3],[22.3],[227],[2.44]
['2022-09-09'],[19.0],[14.2],[17.6],[13.3],['2022-09-09T06:02'],['2022-09-09T19:08'],[10.7],[2.2],[2.2],[0.0],[5.0],[23.6],[56.5],[250],[1.88]
['2022-05-13'],[19.7],[10.0],[16.4],[6.7],['2022-05-13T04:47'],['2022-05-13T20:21'],[22.12],[0.0],[0.0],[0.0],[0.0],[21.0],[46.8],[198],[4.16]
['2021-09-28'],[18.6],[9.3],[16.5],[7.1],['2021-09-28T06:32'],['2021-09-28T18:24'],[10.56],[0.0],[0.0],[0.0],[0.0],[13.6],[29.2],[190],[1.93]
['2022-08-12'],[31.8],[16.6],[30.1],[15.4],['2022-08-12T05:17'],['2022-08-12T20:08'],[24.13],[0.0],[0.0],[0.0],[0.0],[15.1],[33.8],[13],[6.54]
['2021-09-16'],[20.4],[11.9],[19.0],[10.9],['2021-09-16T06:13'],['2021-09-16T18:52'],[13.71],[0.0],[0.0],[0.0],[0.0],[16.3],[33.1],[286],[2.36]
['2022-11-28'],[9.6],[6.9],[8.2],[4.6],['2022-11-28T08:14'],['2022-11-28T16:37'],[1.88],[4.1],[4.1],[0.0],[11.0],[16.4],[30.2],[241],[0.25]
['2022-10-28'],[22.3],[14.1],[21.6],[14.1],['2022-10-28T07:22'],['2022-10-28T17:21'],[5.69],[4.6],[4.6],[0.0],[6.0],[16.1],[38.2],[245],[1.46]
['2022-10-21'],[19.0],[13.6],[19.0],[13.0],['2022-10-21T07:10'],['2022-10-21T17:35'],[3.85],[0.8],[0.8],[0.0],[5.0],[14.5],[37.4],[271],[0.8]
['2022-07-11'],[22.8],[14.0],[23.6],[13.9],['2022-07-11T04:32'],['2022-07-11T20:54'],[19.84],[0.0],[0.0],[0.0],[0.0],[9.5],[24.5],[92],[3.46]
['2022-02-10'],[8.3],[3.7],[5.9],[0.1],['2022-02-10T07:59'],['2022-02-10T17:45'],[2.17],[5.3],[5.3],[0.0],[15.0],[13.1],[24.5],[200],[0.4]
['2022-09-09'],[19.1],[14.2],[17.6],[13.4],['2022-09-09T06:02'],['2022-09-09T19:08'],[10.7],[2.2],[2.2],[0.0],[5.0],[23.6],[56.5],[250],[1.89]
['2022-08-26'],[21.1],[16.9],[21.2],[16.2],['2022-08-26T05:39'],['2022-08-26T19:40'],[9.42],[0.9],[0.9],[0.0],[6.0],[17.7],[37.8],[121],[2.24]
['2022-06-27'],[19.1],[13.2],[20.5],[12.8],['2022-06-27T04:21'],['2022-06-27T21:01'],[13.32],[3.6],[3.6],[0.0],[10.0],[18.4],[32.8],[203],[2.19]
['2021-09-03'],[24.0],[11.7],[24.4],[10.9],['2021-09-03T05:53'],['2021-09-03T19:21'],[19.19],[0.0],[0.0],[0.0],[0.0],[15.4],[25.2],[50],[3.44]
['2021-08-09'],[19.8],[13.8],[18.6],[12.3],['2021-08-09T05:13'],['2021-08-09T20:14'],[14.31],[6.4],[6.4],[0.0],[9.0],[20.9],[50.8],[209],[2.53]
['2021-08-27'],[19.1],[11.1],[17.3],[9.2],['2021-08-27T05:41'],['2021-08-27T19:37'],[14.25],[0.1],[0.1],[0.0],[1.0],[19.3],[47.5],[331],[2.49]
['2021-08-27'],[19.1],[11.1],[17.3],[9.2],['2021-08-27T05:41'],['2021-08-27T19:37'],[14.25],[0.1],[0.1],[0.0],[1.0],[19.3],[47.5],[331],[2.49]
['2021-08-13'],[22.9],[14.4],[22.0],[14.3],['2021-08-13T05:19'],['2021-08-13T20:06'],[19.88],[0.3],[0.3],[0.0],[2.0],[16.3],[34.9],[268],[3.69]
['2021-07-23'],[23.1],[11.7],[23.1],[10.9],['2021-07-23T04:47'],['2021-07-23T20:41'],[26.77],[0.0],[0.0],[0.0],[0.0],[15.0],[25.6],[45],[4.72]
['2021-07-22'],[23.7],[14.2],[24.2],[14.3],['2021-07-22T04:46'],['2021-07-22T20:42'],[22.47],[0.0],[0.0],[0.0],[0.0],[12.1],[25.9],[349],[4.22]
['2021-07-30'],[22.7],[12.7],[21.6],[11.4],['2021-07-30T04:58'],['2021-07-30T20:31'],[15.59],[2.3],[2.3],[0.0],[6.0],[24.8],[49.0],[212],[3.5]
['2021-07-05'],[19.3],[14.3],[20.3],[13.9],['2021-07-05T04:27'],['2021-07-05T20:58'],[11.86],[1.0],[1.0],[0.0],[4.0],[13.4],[29.2],[183],[2.07]
['2021-07-14'],[19.8],[17.5],[19.5],[17.2],['2021-07-14T04:36'],['2021-07-14T20:51'],[5.31],[14.4],[14.4],[0.0],[22.0],[24.2],[49.7],[321],[1.07]
['2021-05-25'],[12.3],[7.3],[9.3],[4.1],['2021-05-25T04:31'],['2021-05-25T20:39'],[16.07],[11.6],[11.6],[0.0],[14.0],[22.8],[63.4],[243],[1.97]
['2022-09-09'],[19.0],[14.2],[17.6],[13.3],['2022-09-09T06:02'],['2022-09-09T19:08'],[10.7],[2.2],[2.2],[0.0],[5.0],[23.6],[56.5],[250],[1.88]
['2022-05-16'],[24.8],[14.3],[24.8],[12.5],['2022-05-16T04:43'],['2022-05-16T20:26'],[15.95],[6.8],[6.8],[0.0],[8.0],[19.5],[41.4],[227],[3.79]
['2022-03-31'],[5.8],[1.8],[3.0],[-2.2],['2022-03-31T06:13'],['2022-03-31T19:11'],[6.18],[8.0],[7.4],[0.42],[20.0],[15.5],[29.5],[90],[0.67]
['2022-09-16'],[14.9],[10.4],[13.0],[7.7],['2022-09-16T06:13'],['2022-09-16T18:52'],[12.57],[1.8],[1.8],[0.0],[7.0],[18.6],[46.4],[163],[1.86]
['2022-09-02'],[27.3],[15.7],[24.4],[13.5],['2022-09-02T05:51'],['2022-09-02T19:24'],[15.14],[0.0],[0.0],[0.0],[0.0],[16.6],[38.2],[350],[5.05]
['2022-07-01'],[20.1],[12.4],[17.8],[11.2],['2022-07-01T04:23'],['2022-07-01T21:00'],[20.93],[0.3],[0.3],[0.0],[3.0],[17.2],[38.9],[216],[3.67]
['2021-08-14'],[23.4],[13.1],[22.6],[12.2],['2021-08-14T05:21'],['2021-08-14T20:04'],[15.67],[0.0],[0.0],[0.0],[0.0],[13.0],[33.8],[251],[3.04]
['2021-09-10'],[21.9],[18.1],[23.3],[19.1],['2021-09-10T06:04'],['2021-09-10T19:06'],[8.8],[5.3],[5.3],[0.0],[10.0],[13.7],[28.4],[210],[1.62]
['2021-08-13'],[22.9],[14.4],[22.0],[14.3],['2021-08-13T05:19'],['2021-08-13T20:06'],[19.88],[0.3],[0.3],[0.0],[2.0],[16.3],[34.9],[268],[3.69]
['2021-08-06'],[21.6],[16.5],[19.8],[16.1],['2021-08-06T05:08'],['2021-08-06T20:19'],[15.54],[10.1],[10.1],[0.0],[12.0],[26.8],[61.9],[208],[2.87]
['2021-08-17'],[15.9],[11.8],[14.2],[9.5],['2021-08-17T05:26'],['2021-08-17T19:58'],[5.72],[5.7],[5.7],[0.0],[8.0],[22.7],[43.9],[245],[1.04]
['2021-08-06'],[21.6],[16.5],[19.8],[16.1],['2021-08-06T05:08'],['2021-08-06T20:19'],[15.54],[10.1],[10.1],[0.0],[12.0],[26.8],[61.9],[208],[2.87]
['2021-08-17'],[15.9],[11.8],[14.2],[9.5],['2021-08-17T05:26'],['2021-08-17T19:58'],[5.72],[5.7],[5.7],[0.0],[8.0],[22.7],[43.9],[245],[1.04]
['2021-08-13'],[22.9],[14.4],[22.0],[14.3],['2021-08-13T05:19'],['2021-08-13T20:06'],[19.88],[0.3],[0.3],[0.0],[2.0],[16.3],[34.9],[268],[3.69]
['2021-08-20'],[21.5],[14.1],[21.9],[13.5],['2021-08-20T05:30'],['2021-08-20T19:52'],[13.48],[1.0],[1.0],[0.0],[6.0],[12.9],[31.3],[237],[2.38]
['2021-08-20'],[21.5],[14.1],[21.9],[13.5],['2021-08-20T05:30'],['2021-08-20T19:52'],[13.48],[1.0],[1.0],[0.0],[6.0],[12.9],[31.3],[237],[2.38]
['2021-08-23'],[20.9],[15.9],[20.7],[14.5],['2021-08-23T05:35'],['2021-08-23T19:46'],[11.91],[0.0],[0.0],[0.0],[0.0],[18.2],[35.3],[15],[2.29]
['2021-08-30'],[20.4],[15.5],[20.6],[14.8],['2021-08-30T05:46'],['2021-08-30T19:30'],[10.32],[0.8],[0.8],[0.0],[4.0],[17.1],[37.4],[359],[1.91]
['2021-08-27'],[19.1],[11.1],[17.3],[9.2],['2021-08-27T05:41'],['2021-08-27T19:37'],[14.25],[0.1],[0.1],[0.0],[1.0],[19.3],[47.5],[331],[2.49]
['2021-08-27'],[19.1],[11.1],[17.3],[9.2],['2021-08-27T05:41'],['2021-08-27T19:37'],[14.25],[0.1],[0.1],[0.0],[1.0],[19.3],[47.5],[331],[2.49]
['2021-08-27'],[19.1],[11.1],[17.3],[9.2],['2021-08-27T05:41'],['2021-08-27T19:37'],[14.25],[0.1],[0.1],[0.0],[1.0],[19.3],[47.5],[331],[2.49]
['2021-07-02'],[21.3],[13.0],[22.0],[12.0],['2021-07-02T04:24'],['2021-07-02T20:59'],[13.08],[0.1],[0.1],[0.0],[1.0],[10.8],[24.1],[244],[2.43]
['2021-07-02'],[21.3],[13.0],[22.0],[12.0],['2021-07-02T04:24'],['2021-07-02T20:59'],[13.08],[0.1],[0.1],[0.0],[1.0],[10.8],[24.1],[244],[2.43]
['2021-07-02'],[21.3],[13.0],[22.0],[12.0],['2021-07-02T04:24'],['2021-07-02T20:59'],[13.08],[0.1],[0.1],[0.0],[1.0],[10.8],[24.1],[244],[2.43]
['2021-07-05'],[19.3],[14.3],[20.3],[13.9],['2021-07-05T04:27'],['2021-07-05T20:58'],[11.86],[1.0],[1.0],[0.0],[4.0],[13.4],[29.2],[183],[2.07]
['2021-07-16'],[20.5],[15.5],[20.2],[14.9],['2021-07-16T04:38'],['2021-07-16T20:49'],[13.2],[0.0],[0.0],[0.0],[0.0],[15.0],[31.3],[340],[2.47]
['2021-06-28'],[23.1],[16.2],[26.0],[17.6],['2021-06-28T04:22'],['2021-06-28T21:00'],[14.98],[13.9],[13.9],[0.0],[8.0],[13.4],[27.4],[230],[2.71]
['2021-06-25'],[20.3],[9.4],[18.4],[8.3],['2021-06-25T04:20'],['2021-06-25T21:01'],[12.65],[1.0],[1.0],[0.0],[4.0],[16.9],[40.0],[228],[2.49]
['2021-05-24'],[14.6],[9.1],[10.8],[6.9],['2021-05-24T04:32'],['2021-05-24T20:37'],[11.76],[7.9],[7.9],[0.0],[11.0],[25.0],[47.5],[196],[2.29]
['2022-08-26'],[21.1],[16.9],[21.1],[16.1],['2022-08-26T05:39'],['2022-08-26T19:40'],[9.42],[0.9],[0.9],[0.0],[6.0],[17.7],[37.8],[121],[2.23]
['2022-06-10'],[22.3],[12.6],[21.5],[11.3],['2022-06-10T04:19'],['2022-06-10T20:55'],[12.97],[0.1],[0.1],[0.0],[1.0],[17.3],[39.2],[238],[3.03]
['2022-03-09'],[14.1],[-0.7],[10.4],[-4.8],['2022-03-09T07:03'],['2022-03-09T18:33'],[13.72],[0.0],[0.0],[0.0],[0.0],[11.1],[24.1],[312],[2.24]
['2022-05-12'],[19.4],[9.7],[15.8],[8.0],['2022-05-12T04:49'],['2022-05-12T20:19'],[16.5],[0.2],[0.2],[0.0],[2.0],[19.6],[43.6],[187],[3.44]
['2022-07-13'],[28.0],[17.8],[28.7],[17.8],['2022-07-13T04:34'],['2022-07-13T20:52'],[21.59],[1.7],[1.7],[0.0],[4.0],[18.5],[40.3],[169],[5.3]
['2021-11-16'],[5.6],[4.5],[3.9],[2.4],['2021-11-16T07:55'],['2021-11-16T16:49'],[1.63],[0.0],[0.0],[0.0],[0.0],[8.6],[14.8],[296],[0.26]
['2022-10-07'],[17.8],[8.5],[15.2],[5.8],['2022-10-07T06:47'],['2022-10-07T18:04'],[11.09],[0.0],[0.0],[0.0],[0.0],[16.7],[40.0],[240],[2.05]
['2022-07-07'],[18.4],[14.9],[16.8],[13.0],['2022-07-07T04:28'],['2022-07-07T20:57'],[9.6],[2.2],[2.2],[0.0],[11.0],[23.4],[46.8],[142],[2.4]
['2022-02-24'],[10.6],[2.5],[4.5],[-2.2],['2022-02-24T07:31'],['2022-02-24T18:11'],[5.12],[3.2],[3.2],[0.0],[6.0],[34.3],[72.7],[218],[1.22]
['2022-02-25'],[7.2],[1.9],[3.3],[-3.1],['2022-02-25T07:29'],['2022-02-25T18:12'],[7.12],[3.4],[3.4],[0.0],[8.0],[23.0],[53.3],[190],[1.0]
['2022-10-07'],[17.8],[8.5],[15.2],[5.8],['2022-10-07T06:47'],['2022-10-07T18:04'],[11.09],[0.0],[0.0],[0.0],[0.0],[16.7],[40.0],[240],[2.05]
['2022-11-03'],[14.7],[11.0],[11.3],[7.8],['2022-11-03T07:33'],['2022-11-03T17:10'],[3.03],[6.8],[6.8],[0.0],[10.0],[29.2],[47.2],[262],[1.25]
['2022-09-26'],[12.1],[10.1],[9.8],[7.1],['2022-09-26T06:29'],['2022-09-26T18:29'],[2.51],[10.3],[10.3],[0.0],[19.0],[25.3],[48.6],[230],[0.66]
['2022-06-10'],[22.3],[12.6],[21.5],[11.3],['2022-06-10T04:19'],['2022-06-10T20:55'],[12.97],[0.1],[0.1],[0.0],[1.0],[17.3],[39.2],[238],[3.03]
['2022-02-16'],[13.1],[8.3],[8.6],[4.0],['2022-02-16T07:47'],['2022-02-16T17:56'],[2.21],[11.1],[11.1],[0.0],[20.0],[43.6],[94.3],[218],[0.71]
['2022-11-28'],[9.6],[6.9],[8.2],[4.6],['2022-11-28T08:14'],['2022-11-28T16:37'],[1.88],[4.1],[4.1],[0.0],[11.0],[16.4],[30.2],[241],[0.25]
['2022-09-26'],[12.1],[10.1],[9.8],[7.1],['2022-09-26T06:29'],['2022-09-26T18:29'],[2.51],[10.3],[10.3],[0.0],[19.0],[25.3],[48.6],[230],[0.66]
['2022-08-26'],[21.1],[16.9],[21.2],[16.2],['2022-08-26T05:39'],['2022-08-26T19:39'],[9.42],[0.9],[0.9],[0.0],[6.0],[17.7],[37.8],[121],[2.24]
['2022-10-28'],[22.3],[14.1],[21.6],[14.1],['2022-10-28T07:22'],['2022-10-28T17:21'],[5.69],[4.6],[4.6],[0.0],[6.0],[16.1],[38.2],[245],[1.46]
